_id,enlace,nombre,puntuacion,tipo_cocina,ubicacion
"La Tagliatella C/Condesa de Venadito, Madrid",null,"La Tagliatella C/Condesa de Venadito, Madrid","3,5 ","[""€€ - €€€"",""Italiana"",""Pizza"",""Europea""]","Calle Condesa de Venadito 1, 28027 Madrid España"
El Bistró del Teatro,http://www.elbistrodelteatro.com/,El Bistró del Teatro,"3,5 ","[""€€ - €€€"",""Pub con cerveza artesanal"",""Mediterránea"",""Española""]","Calle Pez 20, 28004 Madrid España"
Pictura,null,Pictura,"5,0 ","[""€€€€"",""Bar""]","Plaza De La Lealtad, 5, 28014 Madrid España"
Taco Bell,http://www.tacobell.es/restaurantes/montera/,Taco Bell,"3,5 ","[""€"",""Mexicana"",""Americana"",""Comida rápida""]","Calle Montera 45, 28013 Madrid España"
Plaza de Santa Ana 3,No hay link,Plaza de Santa Ana 3,"4,0 ","[""€€ - €€€"",""Española""]","28012, 28012 Madrid España"
PASTELERIA AMÉRICA I -,null,PASTELERIA AMÉRICA I -,"4,0 ","[""€"",""Española""]","Calle ATOCHA, 77 BAJO-A, 28012 Madrid España"
Morrighan,null,Morrighan,"4,0 ","[""€€ - €€€"",""Irlandesa"",""Bar"",""Mediterránea""]","Paseo de Santa Maria de la Cabeza 65, 28045 Madrid España"
Uribe,http://www.uriberestaurant.com/,Uribe,"4,5 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Torquemada, 28043 Madrid España"
Cerveceria la Gloria Del Acebo,No hay link,Cerveceria la Gloria Del Acebo,"4,0 ","[""€€ - €€€"",""Española""]","Calle Santa Ana 25, 28005 Madrid España"
Taberna Terras Galegas,http://www.terrasgalegas.es/,Taberna Terras Galegas,"3,5 ","[""€€ - €€€"",""Española""]","Calle Jeronima Llorente 38, 28039 Madrid España"
Taberna del Río Duero II,No hay link,Taberna del Río Duero II,"4,5 ","[""Española"",""Opciones vegetarianas""]","Calle Cartagena 124, 28002 Madrid España"
Miño Restaurante,null,Miño Restaurante,"4,0 ","[""€€ - €€€"",""Española""]","Calle Santa Virgilia 31, 28033 Madrid España"
Las Delicias,null,Las Delicias,"4,5 ","[""€"",""Italiana"",""Española"",""Argentina""]","Paseo de las Delicias, 14, 28045 Madrid España"
La General,No hay link,La General,"5,0 ","[""Café""]","Avenida General 28 Cerca de la Plaza Mayor de Barajas, 28042 Madrid España"
Cafetería Las Vegas,null,Cafetería Las Vegas,"5,0 ","[""Mediterránea"",""Española""]","Pasaje ORUSCO, 11 2º, 28030 Madrid España"
Style Shanghai,http://www.styleshanghai.es/,Style Shanghai,"4,0 ","[""€€ - €€€"",""China"",""Comida rápida"",""Asiática""]","Calle antracita 1 esquina calle embajadores 183 Calle embajadores 183C, 28045 Madrid España"
Shan Hai City,http://www.shanhaicity.es/,Shan Hai City,"4,0 ","[""€"",""China"",""Asiática"",""Opciones vegetarianas""]","Calle Orense 9, 28020 Madrid España"
Cafe El Viejo Madrid,No hay link,Cafe El Viejo Madrid,"4,0 ","[""€€ - €€€"",""Café"",""Mediterránea"",""Española""]","Calle Afueras a Valverde 10, 28034 Madrid España"
La Naya Taberna Levantina,null,La Naya Taberna Levantina,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Calle de Santa Engracia 26, 28010 Madrid España"
Cerveceria La Cruz de Malta,null,Cerveceria La Cruz de Malta,"3,5 ","[""€"",""Bar"",""Europea"",""Española""]","Plaza De Olavide, 11 28010, 28010 Madrid España"
Ruta 108,No hay link,Ruta 108,"4,5 ","[""€€ - €€€"",""Americana""]","Calle Doctor Esquerdo 108, 28007 Madrid España"
De rondas por La Cava,http://www.grupovinotium.com/,De rondas por La Cava,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle Cava Baja 10, 28005 Madrid España"
Casa Corona,https://cervezacorona.es/casa-corona,Casa Corona,"4,0 ","[""€€ - €€€"",""Mediterránea""]","Calle del Marqués de Casa Riera, 1, 28014 Madrid España"
Cafeteria Colores,No hay link,Cafeteria Colores,"4,0 ","[""€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle Jose Ortega y Gasset 55, 28006 Madrid España"
Bistró Huerta Carabaña,http://huertadecarabana.es/bistro/,Bistró Huerta Carabaña,"4,5 ","[""€€ - €€€"",""Bar"",""Mediterránea"",""Española""]","Calle de Jorge Juan, 18, 28006 Madrid España"
Restaurante El Patio de Atocha,http://elpatiodeatocha.com/,Restaurante El Patio de Atocha,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Fusión""]","Calle Atocha 34, 28012 Madrid España"
Pel Place,http://www.thepelplace.com/,Pel Place,"4,0 ","[""€"",""Bar"",""Mediterránea"",""Pub""]","Plaza San Juan de La Cruz 3, 28003 Madrid España"
HUMO By Jhosef Arias,null,HUMO By Jhosef Arias,"4,5 ","[""€"",""Restaurante de carne"",""Peruana"",""Comida rápida""]","Calle de Hermosilla, 73 Barrio de Salamanca, 28001 Madrid España"
Habanera,http://habaneramadrid.com/,Habanera,"3,5 ","[""€€ - €€€"",""Internacional"",""Mediterránea"",""Española""]","Calle de Génova 28, 28004 Madrid España"
Robata Madrid,null,Robata Madrid,"4,5 ","[""Japonesa"",""Fusión japonesa""]","Calle Puigcerda 4, 28001 Madrid España"
Cerveceria Goteron 2 SL.,No hay link,Cerveceria Goteron 2 SL.,"4,5 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle Aliaga 12, 28022 Madrid España"
Restaurante Peregrino,null,Restaurante Peregrino,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Avenida Monasterio de El Escorial 24, 28049 Madrid España"
Delica Bistro,http://delicabistro.es/,Delica Bistro,"5,0 ","[""Italiana"",""Internacional""]","Calle de Toledo 47, 28005 Madrid España"
Karibu Sushi,https://www.facebook.com/karibusushi-114463560327139/,Karibu Sushi,"5,0 ",[],"Castalia Street in Vallecas s / n Opposite Portal 7, 28038 Madrid España"
Mussu,http://www.mussu.es/,Mussu,"4,0 ","[""€€ - €€€"",""Mediterránea""]","Calle Ángel Muñoz 17 Bajo, 28043 Madrid España"
Pizza Napoli Retiro,null,Pizza Napoli Retiro,"4,0 ","[""€€ - €€€"",""Italiana"",""Pizza"",""Tienda gourmet""]","Calle Antonio Arias, 4, 28009 Madrid España"
Café Cósmico,https://www.facebook.com/micafe.cosmico/,Café Cósmico,"4,5 ","[""€€ - €€€""]","Calle de Juan de Austria, 25, 28010 Madrid España"
Marisquerias Norte Sur,http://marisquerianortesur.com/marisquerias-madrid/norte-sur-costa-rica/,Marisquerias Norte Sur,"3,5 ","[""€€ - €€€"",""Marisco"",""Mediterránea"",""Española""]","Calle Costa Rica 16, 28016 Madrid España"
La Panera Rosa Mesoneros Romanos,http://www.facebook.com/lapanerarosaes,La Panera Rosa Mesoneros Romanos,"3,5 ","[""€"",""Café"",""Mediterránea"",""Saludable""]","Calle Mesonero Romanos 15, 28004 Madrid España"
Restaurante Maru,http://marusushimaki.blogspot.com.es/,Restaurante Maru,"4,0 ","[""€€ - €€€"",""Asiática"",""Coreana"",""Fusión""]","Calle Reina 37, 28004 Madrid España"
Tacos Don Manolito,null,Tacos Don Manolito,"4,0 ","[""€"",""Mexicana"",""Comida rápida""]","Calle Ponzano 91, 28003 Madrid España"
Cervecería La Sureña,null,Cervecería La Sureña,"3,5 ","[""€"",""Española""]","Centro Comercial La Vaguada Cava Baja, 15, Madrid España"
BAM Bakery,No hay link,BAM Bakery,"4,5 ","[""Café"",""Opciones vegetarianas"",""Opciones veganas""]","Calle Zurbano 83 esquina a Bretón de los Herreros, 28003 Madrid España"
Taberna El Urogallo,http://elurogallo.es/la-taberna/,Taberna El Urogallo,"3,5 ","[""€€ - €€€"",""Marisco"",""Española""]","Paseo Puerta Del Angel, 12 Casa de Campo Lake, 28011 Madrid España"
Café Guaro,No hay link,Café Guaro,"5,0 ","[""Americana"",""Latina"",""Comida rápida"",""Española""]","Calle Virgen De Lluc ,37 Bandera De Colombia Fuera, 28027 Madrid España"
Restaurante Sakai,http://www.sakaies.com/,Restaurante Sakai,"5,0 ","[""Asiática""]","Aragón calle Aragón 8, 28002 Madrid España"
"Ditirambo Food N' Drinks",http://www.ditirambofnd.com/,"Ditirambo Food N' Drinks","4,5 ","[""€€ - €€€"",""Italiana"",""Mediterránea"",""Española""]","Calle Alfonso X 5, 28010 Madrid España"
Club Peregrino,null,Club Peregrino,"4,5 ","[""€€€€"",""Marisco"",""Mediterránea"",""Española""]","Avenida del Monasterio de el Escorial 24 B, 28049 Madrid España"
Mifreshsushi,http://www.mifreshsushi.com/#/,Mifreshsushi,"4,5 ","[""€€ - €€€"",""Japonesa"",""Sushi"",""Asiática""]","Avenida Moratalaz 133, 28030 Madrid España"
Restaurante El Capricho de Tinin,null,Restaurante El Capricho de Tinin,"4,5 ","[""€€ - €€€"",""Española""]","Calle Capitan Haya 19, 28020 Madrid España"
Santa Canalla,http://www.santacanalla.com/,Santa Canalla,"3,5 ","[""€€ - €€€"",""Mexicana"",""Latina""]","Calle de San Martín, 2 Restaurante Santa Canalla, 28013 Madrid España"
La Loca Juana Bar de Vinos,null,La Loca Juana Bar de Vinos,"4,0 ","[""€€ - €€€"",""Bar"",""Española"",""Pub restaurante""]","Calle de la Palma 63 Malasaña, 28015 Madrid España"
Gallinas y Focas,null,Gallinas y Focas,"4,5 ","[""€€ - €€€"",""Española""]","Calle General Gallegos 1, 28036 Madrid España"
Restaurante El Cisne,http://cisne.restaurant/,Restaurante El Cisne,"3,5 ","[""€€ - €€€"",""Española""]","Calle Ventura Rodriguez 4, 28008 Madrid España"
La Mafia se Sienta a La Mesa,http://www.facebook.com/LaMafiaManoteras/,La Mafia se Sienta a La Mesa,"3,5 ","[""€€ - €€€"",""Italiana"",""Mediterránea"",""Opciones vegetarianas""]","Avenida de Manoteras, 40 Centro de Ocio Manoteras, 28050 Madrid España"
Os Ferreiros,null,Os Ferreiros,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle Boiro 45, 28042 Madrid España"
"Gayane's",https://restaurantegayanes.business.site/,"Gayane's","3,5 ","[""€€ - €€€"",""Opciones sin gluten""]","Calle Espejo 10, 28013 Madrid España"
Intenso,http://instagram.com/intenso.madrid?igshid=YmMyMTA2M2Y=,Intenso,"5,0 ","[""€"",""Italiana"",""Bar"",""Pizza""]","Calle De Menorca, 19, 28009 Madrid España"
Cafetería Cervecería Restaurante ANPE,No hay link,Cafetería Cervecería Restaurante ANPE,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle Gloria Fuertes 181 Estación de Cercanías PITIS, 28049 Madrid España"
Esplore Juan Bravo,http://esplore.es/,Esplore Juan Bravo,"4,5 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Calle de Juan Bravo 41, 28006 Madrid España"
Ganzo,No hay link,Ganzo,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle General Pardiñas, 64, 28001 Madrid España"
Raj Puth,null,Raj Puth,"4,5 ","[""€€ - €€€"",""India"",""Opciones vegetarianas"",""Opciones veganas""]","Plaza Lavapiés, 4 Near lavapies metro station, 28012 Madrid España"
Taberna La Taba,No hay link,Taberna La Taba,"4,0 ",[],"Calle Cava Baja 19, 28005 Madrid España"
Restaurante Círculo Mercantil,http://www.casinogranvia.es/restaurantes-gran-via-madrid/restaurante-casino-gran-via/,Restaurante Círculo Mercantil,"4,0 ","[""€€€€"",""Mediterránea""]","Gran Vía, 24 Casino Gran Vía, 28013 Madrid España"
Puerta Bisagra,http://www.puertabisagra.es/,Puerta Bisagra,"3,5 ","[""€€ - €€€"",""Restaurante de carne"",""Mediterránea"",""Española""]","Calle de la Sierra Toledana 36, 28038 Madrid España"
Flame,http://www.flamespain.com/,Flame,"4,0 ","[""€€ - €€€"",""Bar"",""Internacional"",""Española""]","Calle Maria de Molina, 44 Enfrente de IE, 28006 Madrid España"
Dicharachero,null,Dicharachero,"4,0 ","[""Mediterránea""]","Calle Luchana 13, 28010 Madrid España"
Sarang Bang Restaurant,No hay link,Sarang Bang Restaurant,"4,0 ","[""€€ - €€€"",""Asiática"",""Coreana"",""Opciones vegetarianas""]","Calle de la Amnistia, 5, 28013 Madrid España"
Rollo Ocho,https://www.rolloocho.com/,Rollo Ocho,"5,0 ",[],"Calle del Rollo 8 La Latina, 28005 Madrid España"
Juan Pelotilla,null,Juan Pelotilla,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Avenida Monasterio De El Escorial Esquina Monasterio De Samos, 28049 Madrid España"
De la cruz bar,null,De la cruz bar,"4,0 ","[""€€ - €€€"",""Internacional"",""Opciones vegetarianas""]","Calle Don Ramon de La Cruz 50, 28001 Madrid España"
Bombay Blue - Indian Restaurant,No hay link,Bombay Blue - Indian Restaurant,"4,0 ","[""€€ - €€€"",""India"",""Opciones vegetarianas"",""Opciones veganas""]","Calle de Miguel Servet, 23, 28005 Madrid España"
El Cachopo Volador,http://restauranteasturianoelraitan.com/,El Cachopo Volador,"4,0 ","[""€€ - €€€"",""Española""]","Calle Marcenado n 9, 28002 Madrid España"
Namak Nadeem Siraj,http://namak.madrid/,Namak Nadeem Siraj,"4,5 ","[""India"",""Fusión""]","Calle del Marqués de Villamagna 1, 28001 Madrid España"
Sena,No hay link,Sena,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Avenida Logrono 104, 28042 Madrid España"
El Peregrino,null,El Peregrino,"4,0 ","[""€€ - €€€"",""Española""]","Avenida del Monasterio de El Escorial 24 Monasterio De Silos, 28049 Madrid España"
Amor de calle,null,Amor de calle,"4,5 ","[""€€ - €€€"",""Española""]","Calle Luna 24, 28004 Madrid España"
Restaurante Leyendas,http://www.restauranteleyendas.com/,Restaurante Leyendas,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle Albasanz 25, 28037 Madrid España"
Cafeteria Nuevo Jiménez,null,Cafeteria Nuevo Jiménez,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle Arturo Soria 315 Calle Arturo Soria 315, 28033 Madrid España"
Casa Felisa,https://casafelisamadrid.com/,Casa Felisa,"5,0 ","[""Mediterránea"",""Europea"",""Española""]","Calle Beneficencia, 15, 28004 Madrid España"
Ruta de Las Hurdes,No hay link,Ruta de Las Hurdes,"4,0 ","[""€"",""Española""]","Calle Dr. Esquerdo, 211, Madrid España"
La Loca Juana,null,La Loca Juana,"4,5 ","[""€€ - €€€"",""Española"",""Opciones vegetarianas""]","Calle del Cardenal Cisneros 3 Cardenal Cisneros, 3. Madrid, 28010 Madrid España"
El Capirote de Granada,No hay link,El Capirote de Granada,"4,0 ","[""€€ - €€€"",""Española""]","Calle de Alonso Cano 38, 28003 Madrid España"
La Venganza de Malinche - Duque de Osuna,null,La Venganza de Malinche - Duque de Osuna,"3,5 ","[""€€ - €€€"",""Mexicana"",""Sudamericana"",""Centroamericana""]","Calle Duque de Osuna 6, 28015 Madrid España"
Meson 5 Jotas,http://www.restaurantescincojotas.com/,Meson 5 Jotas,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Calle Arenal 19, 28013 Madrid España"
Centro asturiano de Madrid,http://www.centroasturianomadrid.es/,Centro asturiano de Madrid,"4,5 ","[""€€ - €€€"",""Española""]","Calle Farmacia 2 Barrio de Chueca, 28004 Madrid España"
Cafetería Bar Pirámides,http://restaurantepiramides.es/,Cafetería Bar Pirámides,"4,0 ","[""€"",""Bar"",""Mediterránea"",""Española""]","Glorieta de las Pirámides, 6 (Esquina con el Paseo Imperial), 28005 Madrid España"
Restaurante Pepío,null,Restaurante Pepío,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Paseo del Rey 10 28008, 28008 Madrid España"
El Subastero de Málaga,https://www.facebook.com/ElSubasteroDeMalaga/,El Subastero de Málaga,"3,5 ","[""€€ - €€€"",""Marisco"",""Mediterránea"",""Española""]","Carrera de San Jeronimo, 32, 28014 Madrid España"
La Fabrica de la Yaya,No hay link,La Fabrica de la Yaya,"4,5 ","[""€€ - €€€"",""Bar"",""Española"",""Pub""]","Plaza Reyes Magos 6, 28007 Madrid España"
Hiwakaya,http://hiwakayasushifusion.es/?utmsource=tripadvisor&utmcampaign=HiwakayaSushiFusion&utmmedium=tr-activation&utmterm=microsite,Hiwakaya,"5,0 ","[""€€ - €€€"",""Japonesa"",""Peruana"",""Sushi""]","Calle Eraso 14 Mercado la Guindalera, 28028 Madrid España"
Arroces Llopis,null,Arroces Llopis,"5,0 ","[""€€ - €€€""]","Nuria 10, 28034 Madrid España"
"Danny's Jazz",No hay link,"Danny's Jazz","4,0 ","[""€"",""Pizza""]","Calle de Joaquin Lorenzo 4, 28035 Madrid España"
Barona Madrid,null,Barona Madrid,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle de la Princesa 13, 28008 Madrid España"
Taberna Chamberí,http://paodequeijomineiro.negocio.site/,Taberna Chamberí,"4,0 ","[""€€ - €€€"",""Bar"",""Española"",""Pub""]","Paseo De San Francisco De Sales, 28, 28003 Madrid España"
Lobito de Mar Madrid,http://www.grupodanigarcia.com/en/,Lobito de Mar Madrid,"3,5 ","[""€€€€"",""Mediterránea"",""Española"",""Saludable""]","Calle de Jorge Juan 10, 28001 Madrid España"
Otoro Tapas Omakase,null,Otoro Tapas Omakase,"5,0 ","[""Japonesa"",""Española"",""Tienda gourmet"",""Fusión""]","C. del Dr. Esquerdo, 12, 28028 Madrid España"
El Rincón de Alina,http://elrincondealina.es/,El Rincón de Alina,"4,5 ","[""€"",""Mediterránea"",""Española""]","Avenida de Córdoba 29, 28026 Madrid España"
Hanabusa Pasteleria Japonesa,http://hanabusamadrid.com/,Hanabusa Pasteleria Japonesa,"5,0 ","[""Japonesa""]","Calle de Santa Isabel 5 Mercado Antón Martin, Planta Baja, Puesto 42, 28012 Madrid España"
Restaurante Casa Maire,http://www.casamaire.com/,Restaurante Casa Maire,"4,0 ","[""€€ - €€€"",""Española""]","Calle del Príncipe de Vergara, 28016 Madrid España"
N2 Lab,null,N2 Lab,"4,0 ","[""€"",""Postres"",""Street food / Comida en la calle""]","Calle Gravina 5, 28004 Madrid España"
Ardoka,http://ardokamadrid.com/,Ardoka,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Vasca""]","Calle Breton de los Herreros 9, 28003 Madrid España"
Pizza Posta,null,Pizza Posta,"3,5 ","[""€€ - €€€"",""Italiana"",""Pizza"",""Opciones vegetarianas""]","Calle de Amparo 81, 28012 Madrid España"
Paellamar Prosperidad,http://www.paellamarplanet.es/,Paellamar Prosperidad,"5,0 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Tienda gourmet""]","Calle Mantuano, 1 Mercado de Prosperidad, 28002 Madrid España"
El Padrino,null,El Padrino,"5,0 ","[""Española""]","Calle Barquillo 21 Only You Hotel, 28004 Madrid España"
La Cava de Juani,null,La Cava de Juani,"4,0 ","[""€€ - €€€"",""Española""]","Calle Orense 6 Posterior, 28020 Madrid España"
Ramen Shifu Atocha,null,Ramen Shifu Atocha,"4,5 ","[""Japonesa"",""Asiática"",""Fusión japonesa""]","Paseo Del Prado 42, 28014 Madrid España"
El Kiosko Serrano,null,El Kiosko Serrano,"4,0 ","[""€€ - €€€"",""Mediterránea""]","Calle de Serrano 120, 28006 Madrid España"
La Moneria José Abascal,http://www.lamoneria.es/,La Moneria José Abascal,"4,5 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle de Jose Abascal 26, 28003 Madrid España"
Verso Y Veta By Husan,No hay link,Verso Y Veta By Husan,"4,5 ","[""Española""]","Lagasca 13 Barrio De Salamanca, 28001 Madrid España"
Caracola,http://caracolamadrid.es/,Caracola,"4,0 ","[""€€ - €€€"",""Española""]","Santa Isabel, 5 Mercado Anton Martin, puesto 19 - exterior, 28012 Madrid España"
Taberna Ipuzcoa,http://www.tabernaipuzcoa.es/,Taberna Ipuzcoa,"4,0 ","[""€€ - €€€"",""Restaurante de carne"",""Española"",""Vasca""]","Calle Ferrer del Rio 30, 28028 Madrid España"
Erre Que Erre Terraza Fuencarral,null,Erre Que Erre Terraza Fuencarral,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Fusión""]","Calle Fuencarral 145, 28010 Madrid España"
Il Rincontro Gourmet,null,Il Rincontro Gourmet,"4,0 ","[""€€ - €€€"",""Italiana"",""Mediterránea"",""Europea""]","Calle de Zurbano, 13, 28010 Madrid España"
Txurruki,http://txurruki.es/,Txurruki,"4,0 ","[""€€ - €€€"",""Restaurante de carne"",""Mediterránea"",""Barbacoa""]","Calle Monsenor Oscar Romero 59, 28047 Madrid España"
Habel Babel,null,Habel Babel,"4,0 ","[""€"",""Libanesa"",""Mediterránea"",""De Oriente Medio""]","Calle de Santa Maria 18, 28014 Madrid España"
Martika Restaurante,http://martikarestaurante.com/,Martika Restaurante,"4,5 ","[""Internacional"",""Española""]","Avenida De La Victoria 144, Madrid España"
Punk Kitchen,http://www.punk-kitchen.com/,Punk Kitchen,"4,0 ","[""€€ - €€€"",""Café"",""Saludable"",""Pub restaurante""]","Calle De Fernando Vi, 3, 28004 Madrid España"
SINSOMBRERO,http://www.sinsombrero.es/,SINSOMBRERO,"3,5 ","[""€€€€"",""Bar"",""Mediterránea"",""Española""]","Paseo CASTELLANA, 4, 28046 Madrid España"
El Rincon de Jose,No hay link,El Rincon de Jose,"4,0 ","[""€€ - €€€"",""Española""]","Calle Martin de los Heros 40, 28008 Madrid España"
Nuevo Agustinache Bar,null,Nuevo Agustinache Bar,"4,5 ","[""€€ - €€€"",""Bar"",""Española"",""Pub""]","C/ Príncipe de Vergara,128, 28002 Madrid España"
"La Tagliatella CC Las Rosas, Madrid",https://www.latagliatella.es/restaurantes/madrid/cc-las-rosas-madrid,"La Tagliatella CC Las Rosas, Madrid","4,0 ","[""€€ - €€€"",""Italiana""]","Avenida de Guadalajara 2 Centro Commacial Las Rosas, 28032 Madrid España"
Honest Greens El Corte Inglés,null,Honest Greens El Corte Inglés,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Saludable""]","Calle Raimundo Fernandez Villaverde 65 Dentro de El Corte Inglés, 28003 Madrid España"
Torre Del Oro,No hay link,Torre Del Oro,"4,0 ","[""€""]","Calle Fernan Gonzalez 2, 28009 Madrid España"
Mo Restaurante,http://www.facebook.com/restaurantemo/,Mo Restaurante,"4,5 ","[""€€ - €€€"",""China"",""Asiática""]","Calle Alameda de La Fuente 6 Bajo Derecha, 28032 Madrid España"
Bigote y Corazón,No hay link,Bigote y Corazón,"4,0 ","[""€€ - €€€"",""Latina"",""Española"",""Venezolana""]","Calle de San Joaquin 5, 28004 Madrid España"
Cocina Asiatica Go,http://www.ksam.es/,Cocina Asiatica Go,"3,5 ","[""€€ - €€€"",""Japonesa"",""Sushi"",""Asiática""]","Calle Bormonia 7 28037, 28037 Madrid España"
Asador Navarro,https://www.facebook.com/asador.navarro,Asador Navarro,"4,5 ","[""€"",""Española""]","Calle Fermin Caballero 7 Escalera 1 Planta 0 Local 7, 28034 Madrid España"
BeKi Aperitivos,null,BeKi Aperitivos,"4,5 ","[""€"",""Española""]","calle sierra vieja 61 Local 21 Del Mercado de Villa de Vallecas, 28031 Madrid España"
La Más Castiza,No hay link,La Más Castiza,"4,5 ",[],"C. de Toledo, nº 28, 28005 Madrid España"
GOR2.0 Food District,null,GOR2.0 Food District,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Fusión""]","Calle Almendro 21, 28005 Madrid España"
Naked Concept,null,Naked Concept,"4,5 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Avenida de Alberto Alcocer 8, 28036 Madrid España"
Restaurante Galicia Las Tablas,https://www.facebook.com/www.restaurantegalicialastablas.es?fref=nf,Restaurante Galicia Las Tablas,"3,5 ","[""€€ - €€€"",""Mediterránea"",""Europea"",""Española""]","Calle María Tubau, nº15, 28050 Madrid España"
Bar Restaurante El Cabezo,http://barrestauranteelcabezomadrid.com/?utm_source=tripadvisor&utm_campaign=barrestauranteelcabezomadrid&utm_medium=tr-activation&utm_term=microsite,Bar Restaurante El Cabezo,"4,5 ","[""€€ - €€€"",""Española""]","Calle Arzua 37, 28033 Madrid España"
Las Raíces del Wellington,http://www.hotel-wellington.com/es/restaurantes-en-madrid.html#las_raices_del_wellington,Las Raíces del Wellington,"4,0 ","[""€€ - €€€"",""Mediterránea"",""Española"",""Opciones vegetarianas""]","Calle Velazquez 8, 28001 Madrid España"
La Taberna de Padilla,No hay link,La Taberna de Padilla,"4,0 ","[""€"",""Española""]","Calle Padilla 61, 28006 Madrid España"
Eurobar Coppola,No hay link,Eurobar Coppola,"4,0 ","[""€"",""Mediterránea"",""Española""]","Paseo Yeserias 27, 28005 Madrid España"
Oviedo Bar Restaurante,null,Oviedo Bar Restaurante,"3,5 ","[""€€ - €€€"",""Española""]","Paseo Yeserias 45, 28005 Madrid España"
Marenna,http://marennarestaurante.com/,Marenna,"4,5 ","[""Italiana"",""Marisco"",""Española""]","Calle De Tamayo Y Baus, 1 1, 28004 Madrid España"
Estrella central,http://estrellacentral.com/,Estrella central,"3,5 ","[""€€ - €€€"",""China"",""Japonesa"",""Sushi""]","Avenida Ciudad de Barcelona 192, 28007 Madrid España"
Millennials Café,http://www.millennialscafe.com/,Millennials Café,"5,0 ","[""€"",""Café"",""Tienda gourmet"",""Saludable""]","Calle Eloy Gonzalo 21, 28010 Madrid España"
Los Torreznos Fernan Gonzalez,null,Los Torreznos Fernan Gonzalez,"4,0 ","[""€€ - €€€"",""Española""]","Calle Fernan Gonzalez, 47, 28009 Madrid España"
Taberna Don Ramon,https://www.facebook.com/tabernadonramon/?fref=ts,Taberna Don Ramon,"4,5 ","[""€€ - €€€"",""Restaurante de carne"",""Española""]","Calle de Don Ramon de La Cruz 113, 28006 Madrid España"
Mexicali Urban TexMex,null,Mexicali Urban TexMex,"4,5 ","[""€"",""Mexicana"",""Americana""]","Calle Atocha, 51, 28012 Madrid España"
El Chico,No hay link,El Chico,"4,5 ","[""€"",""Española""]","Calle Zorrilla 23, 28014 Madrid España"
Chivis,No hay link,Chivis,"5,0 ","[""€"",""Mediterránea"",""Española""]","Calle Juan Bravo 73 Es un bar pequeño y de barrio, 28006 Madrid España"
El Horoscopo,No hay link,El Horoscopo,"4,0 ","[""€€ - €€€"",""Española""]","Calle Batalla de Belchite 16, 28045 Madrid España"
Pupuseria Madrid,https://www.facebook.com/pages/Pupuseria-madrid/469422619763893?fref=ts,Pupuseria Madrid,"3,5 ","[""€"",""Salvadoreña"",""Sudamericana""]","14-16 Calle Vicente Carballal, Madrid España"
La Lupa,http://www.laluparestaurante.com/,La Lupa,"4,0 ","[""€€ - €€€"",""Restaurante de carne"",""Mediterránea"",""Barbacoa""]","Avenida De Bruselas, 69, 28028 Madrid España"
"La Tagliatella Paseo de la Castellana, Madrid",http://www.latagliatella.es/restaurantes/madrid/paseo-de-la-castellana-madrid,"La Tagliatella Paseo de la Castellana, Madrid","3,5 ","[""€€ - €€€"",""Italiana"",""Mediterránea""]","Paseo de la Castellana, 257, 28029 Madrid España"
Bar Cafeteria Trabancos,No hay link,Bar Cafeteria Trabancos,"4,5 ","[""€"",""Española""]","Calle Boltana 13, 28022 Madrid España"
Anamuc,http://www.anamuc.com/,Anamuc,"4,5 ","[""€€ - €€€"",""Internacional"",""Mediterránea"",""Asiática""]","Calle Menorca 19, 28009 Madrid España"
The Bellinis,null,The Bellinis,"3,5 ","[""€€€€"",""Italiana"",""Mediterránea"",""Europea""]","Ortega y Gasset, 28006 Madrid España"
